167 

91    103    23.0
91    156    17.0
91    92    20.0
92    91    21.0
92    103    16.0
92    156    24.0
92    106    18.0
93    73    42.0
93    71    30.0
93    94    15.0
93    99    36.0
93    64    41.0
93    68    27.0
94    68    57.0
94    93    37.0
95    94    91.0
95    93    80.0
95    68    45.0
95    70    24.0
96    45    30.0
96    161    31.0
96    97    20.0
96    160    32.0
97    96    17.0
97    45    15.0
97    160    40.0
98    99    33.0
99    93    23.0
99    71    27.0
99    64    18.0
99    94    20.0
100    134    29.0
100    32    40.0
100    26    119.0
101    162    67.0
101    35    28.0
101    164    179.0
102    106    24.0
102    5    19.0
102    1    19.0
103    106    15.0
103    92    14.0
103    91    29.0
103    156    40.0
104    6    28.0
104    48    27.0
104    110    25.0
104    49    46.0
104    4    80.0
104    2    40.0
104    107    24.0
105    53    43.0
106    5    48.0
106    92    21.0
106    102    37.0
106    103    19.0
106    156    52.0
107    104    18.0
107    6    40.0
107    49    21.0
107    48    19.0
108    40    24.0
108    129    22.0
108    39    15.0
108    150    79.0
108    60    81.0
108    151    121.0
108    128    30.0
109    105    45.0
110    104    13.0
110    6    18.0
110    107    19.0
111    109    32.0
112    11    24.0
112    43    20.0
112    114    19.0
112    117    18.0
112    7    61.0
113    8    17.0
113    125    18.0
113    56    24.0
114    43    18.0
114    112    21.0
115    47    39.0
115    119    44.0
115    118    31.0
116    97    21.0
117    112    19.0
117    11    20.0
117    7    25.0
118    47    14.0
119    115    48.0
119    23    71.0
119    132    53.0
120    12    48.0
120    36    70.0
120    78    60.0
121    56    47.0
122    16    42.0
122    54    16.0
122    17    36.0
122    167    25.0
123    54    19.0
123    122    16.0
124    77    21.0
124    167    26.0
124    54    28.0
124    9    40.0
124    57    20.0
125    56    16.0
125    113    23.0
125    8    46.0
125    55    20.0
126    124    12.0
127    58    20.0
128    129    14.0
128    61    13.0
128    60    22.0
128    67    40.0
129    108    15.0
129    128    13.0
129    39    23.0
129    61    23.0
129    40    23.0
130    24    16.0
130    32    365.0
130    131    36.0
130    19    60.0
130    26    210.0
130    134    298.0
131    32    419.0
131    64    27.0
131    134    311.0
131    130    61.0
131    30    318.0
131    24    48.0
132    23    19.0
132    119    19.0
132    18    20.0
132    20    42.0
133    134    19.0
133    137    20.0
134    26    89.0
134    165    19.0
134    133    20.0
134    100    94.0
134    144    150.0
134    166    40.0
135    74    21.0
135    72    19.0
136    25    38.0
136    27    61.0
136    75    29.0
137    133    29.0
137    135    19.0
137    134    40.0
138    31    44.0
138    76    38.0
138    62    40.0
139    143    196.0
139    78    83.0
140    82    42.0
141    152    17.0
141    50    16.0
141    47    19.0
142    79    16.0
143    83    273.0
143    139    362.0
144    84    67.0
144    32    63.0
144    134    -119.0
145    35    77.0
145    80    26.0
145    85    24.0
145    101    51.0
146    38    27.0
146    87    33.0
147    90    34.0
147    151    14.0
147    88    40.0
148    36    24.0
148    89    22.0
149    37    19.0
149    163    19.0
149    51    20.0
150    151    30.0
150    41    29.0
150    40    59.0
150    42    42.0
151    147    26.0
151    150    27.0
151    40    59.0
151    90    40.0
152    46    23.0
152    50    28.0
152    155    20.0
152    141    19.0
153    156    18.0
153    45    5.0
154    68    29.0
155    152    19.0
155    46    19.0
156    91    21.0
156    45    34.0
156    92    31.0
156    44    23.0
156    153    26.0
157    49    14.0
157    3    12.0
157    48    20.0
157    1    79.0
158    63    31.0
158    64    20.0
158    65    42.0
159    116    19.0
160    96    52.0
160    55    56.0
160    161    44.0
160    56    54.0
161    160    18.0
161    96    19.0
161    55    21.0
162    62    76.0
162    101    76.0
162    35    78.0
162    76    61.0
163    166    20.0
163    149    21.0
164    62    40.0
165    166    30.0
165    134    20.0
166    149    39.0
166    165    19.0
166    134    20.0
166    51    40.0
166    163    19.0
167    124    25.0
167    54    25.0
167    77    48.0
